Unnamed: 0,Strassenklasse,Unfalldatum,Alter,Unfallklasse,Unfallschwere,Lichtverhältnisse,Verletzte Personen,Anzahl Fahrzeuge,Bodenbeschaffenheit,Geschlecht,Zeit (24h),Fahrzeugtyp,Wetterlage,Monat
157,nicht klassifiziert,2018-09-19 00:00:00,24,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,7,2,nass / feucht,männlich,245,Auto,Gut,9
158,Bundesstrasse,2018-09-29 00:00:00,44,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,1145,Bus,Regen,9
159,nicht klassifiziert,2018-04-07 00:00:00,12,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1425,Auto,Gut,4
160,Bundesstrasse,2010-03-14 00:00:00,54,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,männlich,1200,Auto,Gut,3
161,Bundesstrasse,2018-02-28 00:00:00,42,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,5,2,trocken,männlich,1235,Auto,Gut,2
162,Bundesstrasse,2018-04-04 00:00:00,46,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1520,Mottorrad (500cc),Gut,4
163,nicht klassifiziert,2018-07-16 00:00:00,16,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,3,trocken,männlich,2110,Auto,Gut,7
164,Landesstrasse,2018-05-22 00:00:00,60,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,weiblich,1743,Auto,Regen,5
165,nicht klassifiziert,2018-07-26 00:00:00,48,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,920,Fahrrad,Gut,7
166,Kraftfahrzeugstrasse,2018-01-05 00:00:00,25,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,3,nass / feucht,weiblich,1725,Auto,Gut,1
167,Bundesstrasse,2018-12-26 00:00:00,24,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,weiblich,150,Transporter,Gut,12
168,nicht klassifiziert,2018-09-19 00:00:00,75,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,4,4,nass / feucht,weiblich,1120,Auto,Gut,9
169,Bundesstrasse,2018-08-03 00:00:00,42,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,1315,Auto,Gut,8
170,nicht klassifiziert,2018-11-26 00:00:00,39,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1140,Auto,Gut,11
171,Bundesstrasse,2018-11-01 00:00:00,20,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,männlich,115,Taxi,Gut,11
172,Bundesstrasse,2018-09-14 00:00:00,26,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,nass / feucht,weiblich,805,Auto,Regen,9
173,nicht klassifiziert,2018-11-08 00:00:00,14,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1510,Auto,Gut,11
174,Landesstrasse,2018-02-10 00:00:00,31,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,männlich,1320,Auto,Gut,2
175,nicht klassifiziert,2018-08-23 00:00:00,25,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,5,trocken,weiblich,1125,Auto,Gut,8
176,nicht klassifiziert,2009-05-17 00:00:00,65,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,weiblich,1230,Bus,Regen,5
177,nicht klassifiziert,2018-11-10 00:00:00,19,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,1,nass / feucht,weiblich,2255,Auto,Gut,11
178,Autobahn,2018-01-31 00:00:00,27,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,1,nass / feucht,männlich,344,Auto,Gut,1
179,Landesstrasse,2018-03-03 00:00:00,49,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1445,Mottorrad (500cc),Gut,3
180,nicht klassifiziert,2010-12-10 00:00:00,48,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,Frost/ Ice,weiblich,1230,Auto,Gut,12
181,Landesstrasse,2009-10-13 00:00:00,13,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1450,Auto,Gut,10
182,nicht klassifiziert,2018-06-11 00:00:00,25,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,745,Mottorrad (500cc),Gut,6
183,nicht klassifiziert,2018-03-08 00:00:00,25,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,3,trocken,männlich,148,Auto,Gut,3
184,nicht klassifiziert,2018-07-16 00:00:00,70,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1825,Fahrrad,Gut,7
185,Bundesstrasse,2018-08-07 00:00:00,36,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1130,Auto,Gut,8
186,Landesstrasse,2018-10-05 00:00:00,71,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1326,Auto,Gut,10
187,Bundesstrasse,2018-09-26 00:00:00,20,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1912,Mottorrad (50cc),Gut,9
188,nicht klassifiziert,2018-11-08 00:00:00,22,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,weiblich,1945,Auto,Gut,11
189,nicht klassifiziert,2018-09-22 00:00:00,28,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,1610,Auto,Gut,9
190,Bundesstrasse,2018-07-14 00:00:00,38,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,705,Fahrrad,Gut,7
191,nicht klassifiziert,2011-05-27 00:00:00,41,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,935,Bus,Gut,5
192,Bundesstrasse,2018-04-28 00:00:00,48,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,weiblich,1412,Mottorrad (500cc),Regen,4
193,Kraftfahrzeugstrasse,2018-07-15 00:00:00,26,Fahrer,1,Dunkelheit: keine Strassenbeleuchtung,2,1,nass / feucht,männlich,8,Auto,Regen,7
194,nicht klassifiziert,2018-07-20 00:00:00,25,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,trocken,männlich,2055,Auto,Gut,7
195,nicht klassifiziert,2018-01-22 00:00:00,21,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,7,Schnee,männlich,1430,Fahrrad,Gut,1
196,Bundesstrasse,2018-11-30 00:00:00,11,Fussgänger,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,männlich,1811,Auto,Gut,11
197,nicht klassifiziert,2009-05-06 00:00:00,12,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,750,Auto,Gut,5
198,nicht klassifiziert,2011-10-12 00:00:00,22,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,nass / feucht,weiblich,1920,Auto,Regen,10
199,Bundesstrasse,2018-06-26 00:00:00,60,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,812,Auto,Gut,6
200,Bundesstrasse,2018-09-30 00:00:00,28,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,751,Auto,Gut,9
201,nicht klassifiziert,2018-05-13 00:00:00,43,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,4,trocken,männlich,2015,Auto,Gut,5
202,Landesstrasse,2018-11-18 00:00:00,81,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1030,Mottorrad,Gut,11
203,Landesstrasse,2018-01-05 00:00:00,22,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,weiblich,2125,Auto,Regen (starker Wind),1
204,Bundesstrasse,2009-10-15 00:00:00,41,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,3,nass / feucht,weiblich,725,Auto,Regen,10
205,nicht klassifiziert,2018-04-06 00:00:00,18,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1125,Auto,Gut,4
206,nicht klassifiziert,2018-09-21 00:00:00,22,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,weiblich,1510,Transporter,Gut,9
207,nicht klassifiziert,2018-02-14 00:00:00,32,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,nass / feucht,männlich,1750,Auto,Regen (starker Wind),2
208,nicht klassifiziert,2018-11-13 00:00:00,12,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,männlich,1511,LKW ab 7.5t,Gut,11
209,Autobahn,2018-09-07 00:00:00,11,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,1945,Auto,Gut,9
210,nicht klassifiziert,2018-02-23 00:00:00,21,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,weiblich,1455,Bus,Gut,2
211,nicht klassifiziert,2018-08-10 00:00:00,65,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1729,Auto,Gut,8
212,nicht klassifiziert,2018-02-11 00:00:00,20,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,weiblich,340,Taxi,Gut,2
213,nicht klassifiziert,2012-12-03 00:00:00,34,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und nicht beleuchtet,3,2,Frost / Eis,männlich,655,Auto,Gut,12
214,nicht klassifiziert,2018-04-19 00:00:00,12,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1620,Auto,Gut,4
215,nicht klassifiziert,2018-05-09 00:00:00,70,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,2003,Auto,Gut,5
216,nicht klassifiziert,2018-02-15 00:00:00,87,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1420,Andere,Gut,2
217,nicht klassifiziert,2018-01-01 00:00:00,16,Fussgänger,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,männlich,1620,Auto,Gut,1
218,Autobahn,2018-06-22 00:00:00,54,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,weiblich,1329,Auto,Gut,6
219,nicht klassifiziert,2018-06-24 00:00:00,18,Fussgänger,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,weiblich,1820,Taxi,Gut,6
220,nicht klassifiziert,2018-07-21 00:00:00,51,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,2020,Auto,Gut,7
221,Landesstrasse,2018-09-15 00:00:00,16,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,trocken,männlich,2030,Transporter,Gut,9
222,nicht klassifiziert,2018-07-18 00:00:00,51,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1850,Taxi,Gut,7
223,nicht klassifiziert,2018-09-13 00:00:00,45,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,weiblich,1530,Auto,Andere,9
224,nicht klassifiziert,2018-07-17 00:00:00,36,Passagier,1,Dunkelheit: keine Strassenbeleuchtung,4,1,trocken,weiblich,2356,Kleinbus,Gut,7
225,nicht klassifiziert,2018-01-06 00:00:00,40,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,3,nass / feucht,männlich,2055,Auto,Gut,1
226,nicht klassifiziert,2018-04-09 00:00:00,36,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,3,5,trocken,männlich,2333,Auto,Gut,4
227,Bundesstrasse,2018-06-19 00:00:00,54,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,900,Auto,Gut,6
228,Bundesstrasse,2018-07-22 00:00:00,43,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,715,Auto,Gut,7
229,nicht klassifiziert,2018-02-05 00:00:00,57,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,weiblich,1710,Auto,Regen,2
230,Bundesstrasse,2018-06-07 00:00:00,35,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,721,Fahrrad,Gut,6
231,nicht klassifiziert,2018-01-02 00:00:00,25,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1350,Auto,Gut,1
232,Bundesstrasse,2018-09-26 00:00:00,20,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,männlich,2017,Auto,Gut,9
233,Bundesstrasse,2010-10-04 00:00:00,22,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,männlich,1615,Auto,Gut,10
234,Bundesstrasse,2018-04-09 00:00:00,32,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1808,Auto,Gut,4
235,nicht klassifiziert,2009-12-04 00:00:00,80,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,weiblich,920,Auto,Gut,12
236,Bundesstrasse,2018-06-19 00:00:00,20,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,weiblich,1851,Auto,Gut,6
237,Bundesstrasse,2018-10-09 00:00:00,30,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1930,Fahrrad,Gut,10
238,Kraftfahrzeugstrasse,2018-06-07 00:00:00,47,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1459,Auto,Gut,6
239,Autobahn,2018-06-04 00:00:00,21,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1726,Auto,Gut,6
240,Bundesstrasse,2018-06-10 00:00:00,38,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1640,Auto,Gut,6
241,Autobahn,2018-07-23 00:00:00,49,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,7,2,trocken,weiblich,1640,Auto,Gut,7
242,Bundesstrasse,2018-05-09 00:00:00,27,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,1425,Auto,Gut,5
243,nicht klassifiziert,2018-05-25 00:00:00,23,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,3,2,nass / feucht,männlich,1455,Auto,Gut,5
244,Bundesstrasse,2018-10-20 00:00:00,22,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1707,Auto,Gut,10
245,Autobahn,2018-02-28 00:00:00,35,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,männlich,1730,Auto,Gut,2
246,nicht klassifiziert,2018-07-03 00:00:00,34,Fahrer,2,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,1736,Fahrrad,Gut,7
247,Bundesstrasse,2012-10-03 00:00:00,90,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,weiblich,1510,Auto,Gut,10
248,nicht klassifiziert,2018-11-04 00:00:00,32,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,weiblich,1715,Auto,Regen,11
249,Bundesstrasse,2018-08-11 00:00:00,70,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,6,2,trocken,männlich,1339,Auto,Gut,8
250,nicht klassifiziert,2018-02-05 00:00:00,30,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1424,Transporter,Gut,2
251,nicht klassifiziert,2009-10-18 00:00:00,51,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1340,Auto,Gut,10
252,Bundesstrasse,2018-08-31 00:00:00,28,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1700,Auto,Gut,8
253,Landesstrasse,2010-12-02 00:00:00,45,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,1815,Auto,Gut,12
254,Autobahn,2018-11-03 00:00:00,40,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,weiblich,1930,Auto,Gut,11
255,nicht klassifiziert,2018-06-26 00:00:00,23,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,2032,Mottorrad,Gut,6
256,Bundesstrasse,2018-02-27 00:00:00,62,Passagier,2,Tageslicht: Strassenbeleuchtung vorhanden,2,1,nass / feucht,weiblich,1225,Auto,Gut,2
257,nicht klassifiziert,2018-09-15 00:00:00,17,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1310,Auto,Gut,9
258,nicht klassifiziert,2018-09-26 00:00:00,19,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1715,Auto,Gut,9
259,nicht klassifiziert,2018-01-12 00:00:00,20,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,weiblich,1235,Auto,Gut,1
260,Bundesstrasse,2018-09-16 00:00:00,28,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,nass / feucht,weiblich,1915,Auto,Regen,9
261,nicht klassifiziert,2018-09-30 00:00:00,65,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1555,Auto,Gut,9
262,Bundesstrasse,2018-11-01 00:00:00,44,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,827,Auto,Gut,11
263,Autobahn,2018-10-25 00:00:00,38,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,745,Mottorrad (500cc),Regen,10
264,Bundesstrasse,2018-04-17 00:00:00,22,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1104,Auto,Gut,4
265,Bundesstrasse,2010-05-27 00:00:00,71,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1546,Auto,Gut,5
266,unbefestigte Strasse,2018-11-03 00:00:00,51,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1032,Auto,Gut,11
267,Landesstrasse,2018-08-04 00:00:00,48,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1214,Auto,Gut,8
268,Bundesstrasse,2018-01-28 00:00:00,65,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,weiblich,1440,Bus,Gut,1
269,Landesstrasse,2018-07-07 00:00:00,21,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1835,Auto,Gut,7
270,nicht klassifiziert,2018-11-23 00:00:00,18,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,3,1,trocken,männlich,2240,Auto,Gut,11
271,Landesstrasse,2009-05-21 00:00:00,40,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1730,Fahrrad,Gut,5
272,nicht klassifiziert,2018-07-11 00:00:00,78,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,935,Auto,Gut,7
273,Bundesstrasse,2018-08-08 00:00:00,54,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,2048,Auto,Gut,8
274,nicht klassifiziert,2012-05-20 00:00:00,19,Fussgänger,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,1,trocken,männlich,7,Taxi,Gut,5
275,nicht klassifiziert,2018-11-10 00:00:00,46,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1610,Auto,Gut,11
276,Bundesstrasse,2012-10-13 00:00:00,47,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1259,Fahrrad,Gut,10
277,nicht klassifiziert,2018-01-26 00:00:00,34,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,weiblich,845,Auto,Gut,1
278,nicht klassifiziert,2012-03-15 00:00:00,16,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,1845,Mottorrad,Gut,3
279,Bundesstrasse,2018-04-24 00:00:00,25,Fussgänger,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,1,trocken,männlich,2038,Bus,Gut,4
280,nicht klassifiziert,2018-09-24 00:00:00,43,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1425,Bus,Gut,9
281,nicht klassifiziert,2018-02-26 00:00:00,38,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,1839,Auto,Gut,2
282,Bundesstrasse,2018-06-30 00:00:00,29,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1845,Auto,Gut,6
283,Autobahn,2018-09-23 00:00:00,22,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,1,nass / feucht,weiblich,430,Auto,Gut,9
284,nicht klassifiziert,2018-04-17 00:00:00,11,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1640,Fahrrad,Gut,4
285,Bundesstrasse,2010-03-14 00:00:00,19,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1205,Mottorrad (500cc),Gut,3
286,Bundesstrasse,2018-10-21 00:00:00,55,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1509,Mottorrad (500cc),Gut (starker Wind),10
287,Bundesstrasse,2018-11-09 00:00:00,55,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1201,Mottorrad (500cc),Gut,11
288,Bundesstrasse,2018-07-17 00:00:00,54,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,955,Auto,Gut,7
289,Bundesstrasse,2018-04-17 00:00:00,42,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,1750,Fahrrad,Gut,4
290,Autobahn,2018-07-12 00:00:00,36,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,1239,Auto,Regen,7
291,nicht klassifiziert,2018-02-01 00:00:00,24,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1530,Transporter,Gut,2
292,Kraftfahrzeugstrasse,2010-03-20 00:00:00,43,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,nass / feucht,weiblich,1500,Auto,Andere,3
293,Bundesstrasse,2018-08-09 00:00:00,34,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,1730,Fahrrad,Gut,8
294,Bundesstrasse,2018-04-20 00:00:00,21,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1015,Fahrrad,Gut,4
295,nicht klassifiziert,2018-05-23 00:00:00,14,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,männlich,1400,Auto,Regen,5
296,nicht klassifiziert,2018-06-05 00:00:00,59,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,2,trocken,männlich,2338,Taxi,Gut,6
297,nicht klassifiziert,2012-12-10 00:00:00,24,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1530,Auto,Gut,12
298,Autobahn,2009-12-10 00:00:00,49,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,1725,Auto,Gut,12
299,Bundesstrasse,2018-09-29 00:00:00,30,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1507,Fahrrad,Gut,9
300,Landesstrasse,2018-09-17 00:00:00,70,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1000,Bus,Gut,9
301,nicht klassifiziert,2018-04-23 00:00:00,53,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1638,Auto,Gut,4
302,Landesstrasse,2018-12-06 00:00:00,20,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,männlich,400,Taxi,Gut,12
303,Landesstrasse,2018-09-19 00:00:00,30,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,4,2,nass / feucht,männlich,1206,Auto,Regen,9
304,Bundesstrasse,2018-06-22 00:00:00,34,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,männlich,1530,Auto,Regen (starker Wind),6
305,Bundesstrasse,2018-02-26 00:00:00,11,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,5,3,trocken,weiblich,1300,Auto,Gut,2
306,Bundesstrasse,2018-07-12 00:00:00,19,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,weiblich,253,Mottorrad (50cc),Regen,7
307,Landesstrasse,2009-10-31 00:00:00,23,Fahrer,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,männlich,1727,Mottorrad (500cc),Gut,10
308,Landesstrasse,2018-11-29 00:00:00,25,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,902,Fahrrad,Gut,11
309,Bundesstrasse,2018-06-01 00:00:00,42,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1248,Taxi,Gut,6
310,nicht klassifiziert,2018-08-30 00:00:00,16,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1830,Auto,Gut,8
311,Bundesstrasse,2018-11-18 00:00:00,22,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,weiblich,1939,Fahrrad,Gut,11
312,Bundesstrasse,2018-11-23 00:00:00,39,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,männlich,145,Taxi,Regen (starker Wind),11
313,Autobahn,2018-04-29 00:00:00,12,Passagier,1,Dunkelheit: keine Strassenbeleuchtung,1,2,nass / feucht,weiblich,2118,Auto,Regen,4
314,nicht klassifiziert,2010-10-05 00:00:00,17,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1630,Fahrrad,Gut,10
315,Autobahn,2018-09-09 00:00:00,48,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1606,Auto,Gut,9
